Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_Yuzu_4_Description, Text,,,"This turn, fixed abilities gain +20% critical rate. 
Randomly adds one additional enemy as a target for fixed abilities. 
If there is only one enemy, draw a skill.",,"回合结束前，固定能力的暴击率+20%；
固定能力的攻击对象随机增加一个敌人。
若场上只有一个敌人，抽取一个技能。",
Skill/S_Yuzu_4_Name, Text,,,Score Optimization,,凹分,
Skill/S_Yuzu_5_Description, Text,,,"This turn, fixed abilities gain +25% critical damage.",,回合结束前，固定能力的暴击伤害+25%。,
Skill/S_Yuzu_5_Name, Text,,,Correct Password,,正确的密码,
Skill/S_Yuzu_6_Description, Text,,,"Fixed abilities deal an additional &a (60% ATK) damage. 
Additionally trigger the passive effect at Lv2. For each fixed skill on cooldown, repeat this effect once. 
If the cooldown belongs to a fixed skill of a Millennium Science School student, repeat it an additional time. (Repeats &b times)",,"固定能力额外增加&a(60%攻击力)的伤害。
额外触发一次被动Lv2级的效果。
使用时每有一个冷却中的固定技能重复一次，若冷却的是【千年科技学院】学生的固定技能额外重复一次。(重复&b次)",
Skill/S_Yuzu_6_Name, Text,,,Bonds of the Game Development Club,,游戏开发部的羁绊,
Skill/S_Yuzu_7_Description, Text,,,"This turn, fixed abilities deal an additional &a (90% ATK) damage. 
All effects applied to fixed abilities this turn, except for ""Cardboard Box"", are extended to the next turn.",,"回合结束前，固定能力额外增加&a(90%攻击力)的伤害；
除‘纸箱’外，所有赋予固定能力回合结束前的效果将额外延长至下一回合。",
Skill/S_Yuzu_7_Name, Text,,,Cardboard Box,,纸箱,
Skill/S_Yuzu_8_Description, Text,,,"This turn, fixed abilities deal an additional &a (140% ATK) damage. 
When drawn, draw an additional skill.",,"回合结束前，固定能力额外增加&a(140%攻击力)的伤害；
抽到时额外抽取一个技能。",
Skill/S_Yuzu_8_Name, Text,,,404 Not Found,,404 Not Found,
Skill/S_Yuzu_9_Description, Text,,,"This turn, fixed abilities deal an additional &a (100% ATK) damage. 
This turn, when dealing damage, prioritize drawing one of your own skills and reduce its cost by 1.",,"回合结束前，固定能力额外增加&a(100%攻击力)的伤害；
回合结束前，固定能力造成伤害时优先抽取自己的一个技能，其费用减少1点。",
Skill/S_Yuzu_9_Name, Text,,,403 Forbidden,,403 Forbidden,
Skill/S_Yuzu_P_Name, Text,,,Meow Meow Impact,,喵喵冲击,
Skill/S_Yuzu_R1_Description, Text,,,"This turn, fixed abilities deal an additional &a (50% ATK) damage and target all enemies.",,回合结束前，固定能力额外增加&a（50%攻击力）的伤害；攻击目标改为所有敌人。,
Skill/S_Yuzu_R1_Name, Text,,,Game Start!,,游戏启动！,
Skill/S_Yuzu_R2_Description, Text,,,"This turn, fixed abilities deal an additional &a (360% ATK) damage and deal &b (120% ATK) splash damage to enemies on either side. 
Subsequent uses of this skill deal an additional &c (100% ATK) damage and &d (30% ATK) splash damage to enemies on either side.",,"回合结束前，固定能力额外增加&a(360%攻击力)的伤害，造成伤害时对两侧敌人造成&b(120%攻击力)的溅射伤害。
后续释放此技能时，改为额外增加&c(100%攻击力)的伤害。造成伤害时对两侧敌人造成&d(30%攻击力)的溅射伤害。",
Skill/S_Yuzu_R2_Name, Text,,,Infiltration Start!,,潜入Start！,

