Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Dialogue/FS_Rainbow_Lv3/007,Text,,"*레인보우
떨어진 나뭇잎은 다른 색깔로 변한다!밝은 태양이 높이 비출 때는 가을 단풍으로 변한다.","*Rainbow
The fallen leaves change into different colors! When the sun is shining brightly, they turn autumn maple red.","*虹
落ちてきた木の葉は別の色になりますよ！太陽が照りつけると秋楓紅になります。","*虹
落下来的树叶会变成其他颜色噢！艳阳高照的时候会变成秋枫红。",
Dialogue/FS_Rainbow_Lv3/008,Text,,"*루시
정말요? 신기해요.","*Lucy
Really? That's amazing.","*ルシー
本当ですか。不思議ですね。","*露西
真的吗，好神奇。",
Dialogue/FS_Rainbow_Lv3/009,Text,,"*레인보우
비 오는 낙엽은 융구람으로 변하고 안개 낀 날은 라벤더보라색으로 변한다.","*Rainbow
Rainy leaves turn into pompon blue, and foggy days turn them lavender purple.","*虹
雨の落ち葉はポンポンブルーになり、霧の日はラベンダーになるよ。","*虹
下雨的落叶会变成绒球蓝，雾天会变成熏衣紫噢。",
Dialogue/FS_Rainbow_Lv3/0010,Text,,"*레인보우
다른 색깔도 있는데 모아서 간단하게 처리해서 기상관측소 작은 온실에 뒀어요.","*Rainbow
There are other colors too. I collected them, processed them a bit, and placed them in the small greenhouse at the weather station.","*虹
他の色もありますが、私は集めて簡単に処理して測候所の小さな温室に入れました。","*虹
还有其他颜色，我都收集起来简单处理放在了气象站的小温室里。",
Dialogue/FS_Rainbow_Lv3/0011,Text,,"*루시
내가 가서 생각해 볼게.","*Lucy
I want to go see it.","*ルシー
行ってみたいです。","*露西
我去想看看。",
Dialogue/FS_Rainbow_Lv3/0012,Text,,"*레인보우
그래, 그래.아쉽게도 기상 관측소가 제대로 작동하지 않는다. 그렇지 않으면 나도 루시를 데리고 이곳의 날씨를 함께 볼 것이다.","*Rainbow
Sure, sure. It's a shame the weather station isn't running properly. Otherwise, I'd take Lucy to see the weather here too.","*虹
いいよいいよ。残念ながら測候所は正常に運行できません。そうしないと、私もルーシーを連れてここの天気を見に行きます。","*虹
好呀好呀。可惜气象站不能正常运行了，不然我也带露西一起看看这里的天气。",
Dialogue/FS_Rainbow_Lv3/0013,Text,,"*루시
...지금은 타임 셰이드가 먼저니까.","*Lucy
What a pity... but finding the Time Shade is the top priority now.","*ルシー
…今はタイムシェイドが先だから。","*露西
可惜了…现在最要紧的是找到时光之影。",
Dialogue/FS_Rainbow_Lv3/0014,Text,,"*레인보우
시계탑을 가동한 후에 오세요!","*Rainbow
Come visit after we get the clock tower running!","*虹
時計台を起動してから来て！","*虹
等启动钟楼之后来做客吧！",
Dialogue/FS_Rainbow_Lv3/0015,Text,,"*루시
고마워요.","*Lucy
Okay, thank you.","*ルシー
ありがとうございます。","*露西
嗯，谢谢你。",
Dialogue/Rainbow_Empty/001,Text,,"*레인보우
고마워요.","*Rainbow
Thank you!","*虹
ありがとうございます。","*虹
谢谢你！"
